subgroup,feature,gain_pct,parcel_lvl,mono,hist_min,hist_max,fc_min,fc_max,n_splits,thr_min,thr_max,sig_monotone,sig_out_of_range,sig_no_splits,n_sig
apt,n_comm_bldgs,0.0289679841625308,TRUE,,1.17095280323185,1.17095280323185,1.17095280323185,1.17095280323185,17,1.5,2.5,FALSE,FALSE,TRUE,1
apt,total_gross_sqft,1.36411619056044,TRUE,,43358.8746674549,43358.8746674549,43358.8746674549,43358.8746674549,520,1480,528245,FALSE,FALSE,FALSE,0
apt,total_net_sqft,1.94292286992463,TRUE,,32270.1848457976,32270.1848457976,32270.1848457976,32270.1848457976,620,1.00000001800251e-35,331557,FALSE,FALSE,FALSE,0
apt,max_nbr_stories,0.350566917009071,TRUE,,3.17706177948566,3.17706177948566,3.17706177948566,3.17706177948566,156,1.5,43,FALSE,FALSE,FALSE,0
apt,avg_bldg_quality,0.311514415986009,TRUE,,4.30278748204873,4.30278748204873,4.30278748204873,4.30278748204873,166,2.58333333333333,7.5,FALSE,FALSE,FALSE,0
apt,max_bldg_quality,0.0772248671351877,TRUE,,4.31638585082274,4.31638585082274,4.31638585082274,4.31638585082274,40,3.5,7.5,FALSE,FALSE,FALSE,0
apt,predominant_use,1.29903133430881,TRUE,,356.545965119716,356.545965119716,356.545965119716,356.545965119716,231,1.00000001800251e-35,921,FALSE,FALSE,FALSE,0
apt,constr_class,0.0560493550808274,TRUE,,3.86777022366736,3.86777022366736,3.86777022366736,3.86777022366736,36,1.00000001800251e-35,4.5,FALSE,FALSE,FALSE,0
apt,yr_built_first_comm,2.4535020328671,TRUE,,1970.61641541039,1970.61641541039,1970.61641541039,1970.61641541039,646,1900.5,2024.5,FALSE,FALSE,FALSE,0
apt,yr_built_last_comm,1.55989424437865,TRUE,,1971.79121095674,1971.79121095674,1971.79121095674,1971.79121095674,473,1900.5,2022.5,FALSE,FALSE,FALSE,0
apt,eff_yr_comm,1.51121811657064,TRUE,,1996.79071829737,1996.79071829737,1996.79071829737,1996.79071829737,557,1917,2024.5,FALSE,FALSE,FALSE,0
apt,avg_age_comm,1.51189960555868,TRUE,,54.7800429773387,54.7800429773387,54.7800429773387,54.7800429773387,325,1.5,123.75,FALSE,FALSE,FALSE,0
apt,min_eff_age_comm,0.337490020922711,TRUE,,29.2092817026308,29.2092817026308,29.2092817026308,29.2092817026308,131,4.5,109,FALSE,FALSE,FALSE,0
apt,has_sprinklers,0.0358226137932337,TRUE,,0.280126120800079,0.280126120800079,0.280126120800079,0.280126120800079,19,1.00000001800251e-35,1.00000001800251e-35,FALSE,FALSE,TRUE,1
apt,has_elevators,0.0375949375832798,TRUE,,0.219331953887082,0.219331953887082,0.219331953887082,0.219331953887082,15,1.00000001800251e-35,1.00000001800251e-35,FALSE,FALSE,TRUE,1
apt,pcnt_complete_comm,0.0196208081669763,TRUE,,99.4487610789709,99.4487610789709,99.4487610789709,99.4487610789709,17,1.00000001800251e-35,97.5,FALSE,FALSE,TRUE,1
apt,n_sections,0.715748821182402,TRUE,,1.79879791112425,1.79879791112425,1.79879791112425,1.79879791112425,130,1.5,8.5,FALSE,FALSE,FALSE,0
apt,n_distinct_uses,0.275137384761597,TRUE,,1.57798797911124,1.57798797911124,1.57798797911124,1.57798797911124,63,1.5,4.5,FALSE,FALSE,FALSE,0
apt,sect_gross_sqft,0.769884203350765,TRUE,,43261.535520741,43261.535520741,43261.535520741,43261.535520741,241,1480.5,335497.5,FALSE,FALSE,FALSE,0
apt,sect_net_sqft,1.41336075572557,TRUE,,32173.6193713666,32173.6193713666,32173.6193713666,32173.6193713666,379,1397,253114.5,FALSE,FALSE,FALSE,0
apt,office_sqft,0.322298625866919,TRUE,,20555.6844024042,20555.6844024042,20555.6844024042,20555.6844024042,168,1.00000001800251e-35,480165.5,FALSE,FALSE,FALSE,0
apt,retail_sqft,1.52707101457441,TRUE,,16982.9120110356,16982.9120110356,16982.9120110356,16982.9120110356,436,1.00000001800251e-35,166682.5,FALSE,FALSE,FALSE,0
apt,industrial_sqft,0.0244426042334637,TRUE,,518.801753867376,518.801753867376,518.801753867376,518.801753867376,24,1.00000001800251e-35,15402,FALSE,FALSE,FALSE,0
apt,institutional_sqft,0.0431239925841428,TRUE,,1261.04217164253,1261.04217164253,1261.04217164253,1261.04217164253,43,1.00000001800251e-35,145321.5,FALSE,FALSE,FALSE,0
apt,parking_sqft,0.245869469495987,TRUE,,3344.12454429008,3344.12454429008,3344.12454429008,3344.12454429008,136,1.00000001800251e-35,65496.5,FALSE,FALSE,FALSE,0
apt,avg_story_height,2.21916031240005,TRUE,,9.18799589313189,9.18799589313189,9.18799589313189,9.18799589313189,310,7.68260162053721,15.7342206637693,FALSE,FALSE,FALSE,0
apt,parking_garage_sqft,0,TRUE,,3.60065031037541,3.60065031037541,3.60065031037541,3.60065031037541,0,,,FALSE,FALSE,FALSE,0
apt,surface_parking_sqft,0,TRUE,,0.524189575327618,0.524189575327618,0.524189575327618,0.524189575327618,0,,,FALSE,FALSE,FALSE,0
apt,canopy_sqft,0.00589075440196328,TRUE,,5.24268400827668,5.24268400827668,5.24268400827668,5.24268400827668,7,556,2870,FALSE,FALSE,TRUE,1
apt,other_feature_sqft,0.00247133418769028,TRUE,,2.41117351463198,2.41117351463198,2.41117351463198,2.41117351463198,5,858,1052.5,FALSE,FALSE,TRUE,1
apt,total_feature_sqft,0.00518019985894303,TRUE,,11.7786974086117,11.7786974086117,11.7786974086117,11.7786974086117,5,1065.5,3149,FALSE,FALSE,TRUE,1
apt,total_parking_sqft,0.00456954211950747,TRUE,,9.3675238939797,9.3675238939797,9.3675238939797,9.3675238939797,7,1765,2870,FALSE,FALSE,TRUE,1
apt,office_pct,0.187700269771019,TRUE,,0.238372883414106,0.238372883414106,0.238372883414106,0.238372883414106,121,0.0751482322515533,0.997069872276484,FALSE,FALSE,FALSE,0
apt,retail_pct,2.02688743441629,TRUE,,0.664685679845256,0.664685679845256,0.664685679845256,0.664685679845256,232,0.0164598406334641,0.997124600638978,FALSE,FALSE,FALSE,0
apt,industrial_pct,0.0409371114819975,TRUE,,0.0113607657746192,0.0113607657746192,0.0113607657746192,0.0113607657746192,35,0.00751911178962203,0.748805256869773,FALSE,FALSE,FALSE,0
apt,parking_pct,0.207694409103983,TRUE,,0.051607538807617,0.051607538807617,0.051607538807617,0.051607538807617,121,1.00000001800251e-35,0.487209978378968,FALSE,FALSE,FALSE,0
apt,net_to_gross_ratio,1.2634345866767,TRUE,,0.841857407769199,0.841857407769199,0.841857407769199,0.841857407769199,573,0.513763657285089,0.999904725609756,FALSE,FALSE,FALSE,0
apt,log_gross_sqft,0.128958676891795,TRUE,,9.56736796778605,9.56736796778605,9.56736796778605,9.56736796778605,54,7.4899552935852,12.7268654316771,FALSE,FALSE,FALSE,0
apt,log_net_sqft,0.285956809296754,TRUE,,9.37334971253051,9.37334971253051,9.37334971253051,9.37334971253051,90,7.24203905977492,12.4453891098341,FALSE,FALSE,FALSE,0
apt,cs_apt_vacancy_rate,1.42817997231183,FALSE,0.580645161290323,0.0508307367563248,0.0780633203685284,0.0656257987850242,0.0738821311129464,153,0.0518139025403394,0.0771488311390082,FALSE,FALSE,FALSE,0
apt,cs_apt_occupancy_rate,1.54126583878807,FALSE,0.580645161290323,0.921936677561866,0.94916926489936,0.926117870542738,0.934374206595951,169,0.923832247654597,0.948186099529267,FALSE,FALSE,FALSE,0
apt,cs_apt_stabilized_vacancy,3.09548650443194,FALSE,0.548387096774194,0.4212,1.1086,0.515,0.5685,101,0.4258,0.88695,FALSE,FALSE,FALSE,0
apt,cs_apt_asking_rent_unit,0.130458785648535,FALSE,0.838709677419355,1237.51469590929,2052.85613335504,2058.92801920573,2253.71866861979,36,1297.95621744792,1944.61387125651,FALSE,TRUE,TRUE,2
apt,cs_apt_effective_rent_unit,0.00279772182671552,FALSE,0.838709677419355,1229.09862603082,2030.90389675564,2036.9332953559,2229.77187771268,3,1287.59486219618,1423.55710177951,FALSE,TRUE,TRUE,2
apt,cs_apt_asking_rent_sf,0.0208355799773539,FALSE,0.838709677419355,1.84777777777778,3.08111111111111,3.1,3.39333333333333,1,1.94,1.94,FALSE,TRUE,TRUE,2
apt,cs_apt_effective_rent_sf,0,FALSE,0.838709677419355,1.83444444444444,3.04944444444444,3.06666666666667,3.35777777777778,0,,,FALSE,TRUE,FALSE,1
apt,cs_apt_asking_rent_growth,0.687640718422067,FALSE,0.566666666666667,-0.0276904066817628,0.0173252698861891,0.00670203745054703,0.0113276665409406,205,-0.0165736252804183,0.0168797676968906,FALSE,FALSE,FALSE,0
apt,cs_apt_eff_rent_growth,0.300107142713301,FALSE,0.5,-0.0286279457310835,0.0180494278255436,0.00670910893111593,0.0113347608389126,115,-0.0173335273025764,0.0147186991428801,FALSE,FALSE,FALSE,0
apt,cs_apt_asking_rent_index,0,FALSE,0.838709677419355,79.5852805243598,133.122486114502,133.497157626682,146.169213189019,0,,,FALSE,TRUE,FALSE,1
apt,cs_apt_rent_studio,0.184670153338876,FALSE,0.806451612903226,925.475611111111,1509.51402222222,1500.9982,1643.2438,7,1141.66582222222,1503.80421388889,FALSE,FALSE,FALSE,0
apt,cs_apt_rent_1br,0,FALSE,0.806451612903226,1207.94145555556,2006.54604444444,2008.44726666667,2197.75787777778,0,,,FALSE,TRUE,FALSE,1
apt,cs_apt_rent_2br,0.00938048491872489,FALSE,0.838709677419355,1606.39064444444,2714.25087222222,2722.12305555556,2981.24543333333,2,2446.84086111111,2446.84086111111,FALSE,TRUE,TRUE,2
apt,cs_apt_rent_3br,0.0412434510316574,FALSE,0.806451612903226,2402.68598888889,3793.91852222222,3696.99067777778,4040.93781111111,21,3685.61298888889,3747.13140555556,FALSE,FALSE,FALSE,0
apt,cs_apt_eff_rent_studio,0.0192802263815088,FALSE,0.838709677419355,918.497855555556,1482.4737,1485.55685555556,1626.38085555556,9,964.186622222222,1322.83944444444,FALSE,TRUE,TRUE,2
apt,cs_apt_eff_rent_1br,0,FALSE,0.838709677419355,1199.68992222222,1979.36482222222,1985.39307777778,2172.6675,0,,,FALSE,TRUE,FALSE,1
apt,cs_apt_eff_rent_2br,0.0185311670970467,FALSE,0.806451612903226,1596.29131111111,2687.30404444444,2694.91112222222,2951.65446666667,10,1674.18748333333,2552.57776666667,FALSE,TRUE,TRUE,2
apt,cs_apt_eff_rent_3br,0.0217807043357918,FALSE,0.774193548387097,2385.80561111111,3744.03073333333,3666.71306666667,4007.96727777778,10,3642.71783333333,3732.84672777778,FALSE,FALSE,FALSE,0
apt,cs_apt_market_cap_rate,3.14368388276697,FALSE,0.774193548387097,0.0376888861258825,0.0768456972307629,0.0487557194299168,0.0496692206296656,106,0.0411270461562607,0.0583239251540767,FALSE,FALSE,FALSE,0
apt,cs_apt_asset_value,0.876121084002491,FALSE,0.806451612903226,16483634560,129432476160,64806976000,72416570624,35,27772582400,70060842880,FALSE,FALSE,FALSE,0
apt,cs_apt_sale_price_unit,0.110402779489155,FALSE,0.806451612903226,98561.8514222222,485159.905277778,388338.029122222,433840.552633333,37,393543.314547222,416655.724383333,FALSE,FALSE,FALSE,0
apt,cs_apt_sale_price_index,1.56765729841675,FALSE,0.806451612903226,56.0907664926033,271.34512533518,223.941516157753,250.059077665987,44,93.9905826066967,229.097698708509,FALSE,FALSE,FALSE,0
apt,cs_apt_sale_price_growth,1.28599216328693,FALSE,0.533333333333333,-0.232786167987183,0.311658012283473,0.00198880864252559,0.0313469633400882,162,-0.0799415941174211,0.234274339209356,FALSE,FALSE,FALSE,0
apt,cs_apt_absorption_pct,0.83977134149836,FALSE,0.5,-0.00207833333333333,0.0158236666666667,0.003091,0.00490033333333333,158,-0.000643111111111111,0.0150709444444444,FALSE,FALSE,FALSE,0
apt,cs_apt_absorption_units,0.832121017640948,FALSE,0.516129032258065,-68,6828,2115,3301,126,1.00000001800251e-35,6572.5,FALSE,FALSE,FALSE,0
apt,cs_apt_net_delivered_units,0.937689441319919,FALSE,0.612903225806452,0,7463,1671,4285,80,355,7148.5,FALSE,FALSE,FALSE,0
apt,cs_apt_constr_starts_units,3.81517236987295,FALSE,0.5,0,7924,0,0,99,468.5,7801.5,FALSE,FALSE,TRUE,1
apt,cs_apt_under_constr_units,0.29386554338365,FALSE,0.518518518518519,646,14107,0,0,91,887.5,11717.5,FALSE,TRUE,TRUE,2
apt,cs_apt_demand_units_yoy,7.03269999429956,FALSE,0.5,-0.000974110389601157,0.0631572387368442,0.0147882774028634,0.0208785693465332,126,0.00633649819491689,0.062325640654843,FALSE,FALSE,FALSE,0
apt,cs_apt_inventory_units_yoy,0.960379105429309,FALSE,0.566666666666667,0.00371026333820268,1.01340664208565,-0.489073672630796,0.0167554934523735,128,0.00532871592740736,0.0637949764784326,FALSE,FALSE,FALSE,0
office,econ_employment_thous_yoy_lag1,3.06600054654891,FALSE,0.516129032258065,-5.77819154466319,4.450672535107,-0.321892254187872,1.06141238649464,308,-5.42657749196946,3.84616578475878,FALSE,FALSE,FALSE,0
office,econ_services_providing_yoy_lag1,1.05817451643212,FALSE,0.516129032258065,-5.60438210528668,4.81487889273358,-0.460828141380443,1.20600974509146,141,-4.52849298756695,4.23431230328256,FALSE,FALSE,FALSE,0
office,econ_population_thous_yoy_lag1,1.76306202373272,FALSE,0.612903225806452,0.658042751227694,2.26134908906881,0.474282770465395,0.759426836841937,226,0.752660312126397,2.20047786334471,FALSE,FALSE,FALSE,0
office,econ_wholesale_and_retail_trade_yoy_lag1,1.03032937336679,FALSE,0.516129032258065,-6.65337270391532,4.55900120821586,-1.31407924650861,0.317177646280786,176,-6.35710402750245,3.75869877401215,FALSE,FALSE,FALSE,0
office,econ_housing_permits_thous_yoy_lag1,1.52675443263207,FALSE,0.516129032258065,-58.0088944370758,66.2180814354727,0.126853485551282,25.0307357831017,247,-48.6855750985587,57.5794977968891,FALSE,FALSE,FALSE,0
office,econ_seattle_msa_s_p_corelogic_case_shilller_home_price_index_yoy_lag1,1.98886934568524,FALSE,0.516129032258065,-14.338894155444,21.8010251347206,-1.91622950725402,3.48177289743727,279,-6.95522650436449,18.9215832870852,FALSE,FALSE,FALSE,0
office,econ_employment_thous_lvl_lag1,1.9220784763579,FALSE,0.741935483870968,1341.18333333333,1781.46666666667,1772.22691666667,1830.29825,247,1346.0875,1779.70833333333,FALSE,FALSE,FALSE,0
office,econ_services_providing_lvl_lag1,0.438442369960158,FALSE,0.806451612903226,1100.925,1534.15833333333,1527.0885,1581.8295,80,1113.44583333333,1533.825,FALSE,FALSE,FALSE,0
office,econ_population_thous_lvl_lag1,0.625845540189594,FALSE,1,2317.76442596637,3293.99567456135,3309.61852850567,3393.49315198473,76,2400.81714928543,3277.54963793865,TRUE,TRUE,TRUE,3
office,econ_seattle_msa_s_p_corelogic_case_shilller_home_price_index_lvl_lag1,0.513304770993555,FALSE,0.774193548387097,96.5298895762196,393.651288142245,382.081125,418.01175,102,112.1874983777,374.014746883575,FALSE,FALSE,TRUE,1
office,n_comm_bldgs,0.209035164763926,TRUE,,1.26418680423568,1.26418680423568,1.26418680423568,1.26418680423568,56,1.5,5,FALSE,FALSE,TRUE,1
office,total_gross_sqft,2.74061721966642,TRUE,,64765.5682867228,64765.5682867228,64765.5682867228,64765.5682867228,436,850,754502.5,FALSE,FALSE,FALSE,0
office,total_net_sqft,2.07292846148624,TRUE,,48147.9000814553,48147.9000814553,48147.9000814553,48147.9000814553,351,919,729699.5,FALSE,FALSE,FALSE,0
office,max_nbr_stories,1.70246894547242,TRUE,,2.97040456149878,2.97040456149878,2.97040456149878,2.97040456149878,208,1.5,35,FALSE,FALSE,FALSE,0
office,avg_bldg_quality,0.730165322706811,TRUE,,4.54014978137708,4.54014978137708,4.54014978137708,4.54014978137708,149,2.16666666666667,7.75,FALSE,FALSE,FALSE,0
office,max_bldg_quality,0.259638643719992,TRUE,,4.59408091229976,4.59408091229976,4.59408091229976,4.59408091229976,58,2.5,7.5,FALSE,FALSE,FALSE,0
office,predominant_use,0.815171534402134,TRUE,,399.803421124084,399.803421124084,399.803421124084,399.803421124084,157,316,835,FALSE,FALSE,FALSE,0
office,constr_class,0.694188315306888,TRUE,,3.24925332609286,3.24925332609286,3.24925332609286,3.24925332609286,124,1.5,4.5,FALSE,FALSE,FALSE,0
office,yr_built_first_comm,3.39084663950125,TRUE,,1967.9234319848,1967.9234319848,1967.9234319848,1967.9234319848,608,1900.5,2023.5,FALSE,FALSE,FALSE,0
office,yr_built_last_comm,2.88146535200824,TRUE,,1970.76187890307,1970.76187890307,1970.76187890307,1970.76187890307,423,1901.5,2023.5,FALSE,FALSE,FALSE,0
office,eff_yr_comm,2.97750176865491,TRUE,,1997.45370621776,1997.45370621776,1997.45370621776,1997.45370621776,526,1937.5,2023.5,FALSE,FALSE,FALSE,0
office,avg_age_comm,1.77120810614183,TRUE,,56.6853322838774,56.6853322838774,56.6853322838774,56.6853322838774,278,6.5,124.5,FALSE,FALSE,FALSE,0
office,min_eff_age_comm,0.910389733702598,TRUE,,28.5462937822427,28.5462937822427,28.5462937822427,28.5462937822427,125,2.5,88.5,FALSE,FALSE,FALSE,0
office,has_sprinklers,0.141544674953872,TRUE,,0.385826771653543,0.385826771653543,0.385826771653543,0.385826771653543,31,1.00000001800251e-35,1.00000001800251e-35,FALSE,FALSE,TRUE,1
office,has_elevators,0.119978666262269,TRUE,,0.262014661960358,0.262014661960358,0.262014661960358,0.262014661960358,21,1.00000001800251e-35,1.00000001800251e-35,FALSE,FALSE,TRUE,1
office,pcnt_complete_comm,0.0962510750640787,TRUE,,99.5071632780182,99.5071632780182,99.5071632780182,99.5071632780182,32,1.00000001800251e-35,98.2745098039216,FALSE,FALSE,TRUE,1
office,n_sections,0.844491956527295,TRUE,,2.25495519956557,2.25495519956557,2.25495519956557,2.25495519956557,166,1.5,14.5,FALSE,FALSE,FALSE,0
office,n_distinct_uses,0.811473194539869,TRUE,,1.85256584306272,1.85256584306272,1.85256584306272,1.85256584306272,110,1.5,7.5,FALSE,FALSE,FALSE,0
office,sect_gross_sqft,1.25624142061219,TRUE,,64598.9190877003,64598.9190877003,64598.9190877003,64598.9190877003,199,1583,538170.5,FALSE,FALSE,FALSE,0
office,sect_net_sqft,1.14861849538417,TRUE,,47993.1857181645,47993.1857181645,47993.1857181645,47993.1857181645,198,1452,395699.5,FALSE,FALSE,FALSE,0
office,office_sqft,0.251144298922504,TRUE,,2342.40456149878,2342.40456149878,2342.40456149878,2342.40456149878,68,165,99895,FALSE,FALSE,FALSE,0
office,retail_sqft,3.65817909335799,TRUE,,51395.3847407005,51395.3847407005,51395.3847407005,51395.3847407005,544,1.00000001800251e-35,973815.5,FALSE,FALSE,FALSE,0
office,industrial_sqft,0.500578754050413,TRUE,,2352.65843062721,2352.65843062721,2352.65843062721,2352.65843062721,96,122,169230.5,FALSE,FALSE,FALSE,0
office,institutional_sqft,0.0574249950223442,TRUE,,521.415965245724,521.415965245724,521.415965245724,521.415965245724,22,1.00000001800251e-35,119662.5,FALSE,FALSE,FALSE,0
office,parking_sqft,1.61456189921688,TRUE,,4592.33125169699,4592.33125169699,4592.33125169699,4592.33125169699,310,1.00000001800251e-35,124327,FALSE,FALSE,FALSE,0
office,avg_story_height,3.03432919504967,TRUE,,11.0509722004297,11.0509722004297,11.0509722004297,11.0509722004297,585,7.35489599188229,28.5,FALSE,FALSE,FALSE,0
office,parking_garage_sqft,0.0204459276627816,TRUE,,4.81536790659788,4.81536790659788,4.81536790659788,4.81536790659788,7,1.00000001800251e-35,2495,FALSE,FALSE,FALSE,0
office,surface_parking_sqft,0.00282447521667032,TRUE,,12.3771382025523,12.3771382025523,12.3771382025523,12.3771382025523,2,3440.5,3440.5,FALSE,FALSE,TRUE,1
office,canopy_sqft,0.222229450160421,TRUE,,113.187347271246,113.187347271246,113.187347271246,113.187347271246,60,1.00000001800251e-35,14125,FALSE,FALSE,FALSE,0
office,other_feature_sqft,0.191600486124527,TRUE,,25.9242465381483,25.9242465381483,25.9242465381483,25.9242465381483,42,1.00000001800251e-35,5535,FALSE,FALSE,FALSE,0
office,total_feature_sqft,0.306044105497594,TRUE,,156.304099918545,156.304099918545,156.304099918545,156.304099918545,62,1.00000001800251e-35,15924,FALSE,FALSE,FALSE,0
office,total_parking_sqft,0.130119075878186,TRUE,,130.379853380396,130.379853380396,130.379853380396,130.379853380396,27,1.00000001800251e-35,15620,FALSE,FALSE,FALSE,0
office,office_pct,0.279016554402067,TRUE,,0.0579079923275646,0.0579079923275646,0.0579079923275646,0.0579079923275646,63,1.00000001800251e-35,0.508507429458284,FALSE,FALSE,FALSE,0
office,retail_pct,1.89047410862137,TRUE,,0.720850559973441,0.720850559973441,0.720850559973441,0.720850559973441,360,0.139723236048956,0.999483110656804,FALSE,FALSE,FALSE,0
office,industrial_pct,0.781152974825194,TRUE,,0.04540700673677,0.04540700673677,0.04540700673677,0.04540700673677,116,0.00692572954267282,0.934991771110267,FALSE,FALSE,FALSE,0
office,parking_pct,1.485955173108,TRUE,,0.0754338394211623,0.0754338394211623,0.0754338394211623,0.0754338394211623,322,0.00608468237623332,0.580038424952833,FALSE,FALSE,FALSE,0
office,net_to_gross_ratio,1.81077380236235,TRUE,,0.907965673676623,0.907965673676623,0.907965673676623,0.907965673676623,375,0.426171775617659,0.996875,FALSE,FALSE,FALSE,0
office,log_gross_sqft,0.143690138929409,TRUE,,9.43850067267755,9.43850067267755,9.43850067267755,9.43850067267755,28,7.69484299654168,12.2728828006689,FALSE,FALSE,FALSE,0
office,log_net_sqft,0.296662420213187,TRUE,,9.30265224005425,9.30265224005425,9.30265224005425,9.30265224005425,47,7.66270283283089,12.3184608666411,FALSE,FALSE,FALSE,0
office,cs_off_vacancy_rate,1.84898526716861,FALSE,0.548387096774194,0.0147076528519392,0.177235741996103,0.164929033981429,0.184662311441369,188,0.0462364273456236,0.172297492416369,FALSE,FALSE,FALSE,0
office,cs_off_occupancy_rate,0.682884495123417,FALSE,0.548387096774194,0.822764250967238,0.985292341974047,0.815337691042158,0.835070961051517,118,0.891639331976573,0.953763571050432,FALSE,FALSE,TRUE,1
office,cs_off_asking_rent_sf,0.716686255192757,FALSE,0.612903225806452,24.7233333333333,41.8711111111111,37.2866666666667,42.5533333333333,150,25.1322222222222,40.8766666666667,FALSE,FALSE,FALSE,0
office,cs_off_asking_rent_growth,1.88054723201643,FALSE,0.566666666666667,-0.0366161550498671,0.0218242120722102,0.00308821611623797,0.00983756501227617,236,-0.0300175100047555,0.0194477081143608,FALSE,FALSE,FALSE,0
office,cs_off_asking_rent_index,0.139115939009957,FALSE,0.645161290322581,81.356571621365,137.029832628038,122.938346015082,140.486403571235,28,83.7651371426053,133.844955444336,FALSE,FALSE,FALSE,0
office,cs_off_market_cap_rate,0.778972349657048,FALSE,0.548387096774194,0.0539641351335578,0.090565679801835,0.0704328061805831,0.0744745830694834,149,0.0550998134745492,0.0894791831572851,FALSE,FALSE,FALSE,0
office,cs_off_asset_value,0.745959696325789,FALSE,0.774193548387097,19644146464,93470402560,46792489664,57232307584,134,20530070560,62761790592,FALSE,FALSE,FALSE,0
office,cs_off_sale_price_sf,0.325357849321745,FALSE,0.806451612903226,166.311522222222,524.381911111111,395.905055555556,489.638144444445,50,173.0157,520.484883333333,FALSE,FALSE,FALSE,0
office,cs_off_sale_price_index,0.0504637833794522,FALSE,0.774193548387097,65.4131069945189,198.567760046215,142.947618115941,177.356870129716,8,93.2453189833755,193.098881806802,FALSE,FALSE,FALSE,0
office,cs_off_sale_price_growth,2.38306345717005,FALSE,0.566666666666667,-0.203929849664076,0.171248164731148,0.00789690429876144,0.0710815717970308,196,-0.16471482895913,0.148265884143227,FALSE,FALSE,FALSE,0
office,cs_off_net_absorption_sf,0.910971844275372,FALSE,0.516129032258065,-3716364,3646657,-1275123,865269,195,-3233611.5,3236770.5,FALSE,FALSE,FALSE,0
office,cs_off_net_delivered_sf,1.24272043704135,FALSE,0.548387096774194,-12572,3733869,-170455,-24019,223,-1.00000001800251e-35,3216252,FALSE,TRUE,TRUE,2
office,cs_off_inventory_sf,0.0793465769993339,FALSE,0.806451612903226,68393120,218829452,108733131,109254814,14,76815289.5,105509352.5,FALSE,FALSE,TRUE,1
office,cs_off_demand_sf,0.436101715992677,FALSE,0.709677419354839,0,385283482,335706550,343301241,86,269394391.5,382177244.5,FALSE,FALSE,FALSE,0
office,cs_off_vacant_sf,4.7101547532432,FALSE,0.580645161290323,1094551,48559493,22768194,25524249,201,5341903.5,10599184,FALSE,FALSE,TRUE,1
industrial,econ_employment_thous_yoy_lag1,2.3912333965738,FALSE,0.516129032258065,-5.77819154466319,4.450672535107,-0.321892254187872,1.06141238649464,335,-5.42657749196946,3.84616578475878,FALSE,FALSE,FALSE,0
industrial,econ_services_providing_yoy_lag1,1.09473077895088,FALSE,0.516129032258065,-5.60438210528668,4.81487889273358,-0.460828141380443,1.20600974509146,152,-4.52849298756695,4.23431230328256,FALSE,FALSE,FALSE,0
industrial,econ_population_thous_yoy_lag1,1.46643536623056,FALSE,0.612903225806452,0.658042751227694,2.26134908906881,0.474282770465395,0.759426836841937,277,0.752660312126397,2.20047786334471,FALSE,FALSE,FALSE,0
